station,station_name,lat,lon,day,doy,high,low,precip,snow
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/20/04 12:00 AM,233,68,51,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/20/04 12:00 AM,233,68,46,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/20/04 12:00 AM,233,69,53,0.11,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/20/04 12:00 AM,233,68,47,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/21/04 12:00 AM,234,72,42,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/21/04 12:00 AM,234,73,51,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/21/04 12:00 AM,234,73,52,0.02,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/21/04 12:00 AM,234,76,50,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/21/04 12:00 AM,234,72,39,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/21/04 12:00 AM,234,74,47,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/21/04 12:00 AM,234,74,47,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/21/04 12:00 AM,234,77,47,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/21/04 12:00 AM,234,70,40,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/22/04 12:00 AM,235,71,44,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/22/04 12:00 AM,235,77,45,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/22/04 12:00 AM,235,71,44,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/22/04 12:00 AM,235,73,49,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/22/04 12:00 AM,235,76,52,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/22/04 12:00 AM,235,72,49,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/22/04 12:00 AM,235,79,51,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/22/04 12:00 AM,235,76,54,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/22/04 12:00 AM,235,78,49,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/23/04 12:00 AM,236,83,60,0.53,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/23/04 12:00 AM,236,82,60,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/23/04 12:00 AM,236,83,62,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/23/04 12:00 AM,236,83,62,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/23/04 12:00 AM,236,83,61,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/23/04 12:00 AM,236,81,61,0.16,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/23/04 12:00 AM,236,84,62,0.05,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/23/04 12:00 AM,236,84,61,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/23/04 12:00 AM,236,81,61,0.02,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/24/04 12:00 AM,237,84,64,0.58,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/24/04 12:00 AM,237,81,64,0.15,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/24/04 12:00 AM,237,83,61,0.13,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/24/04 12:00 AM,237,84,64,0.08,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/24/04 12:00 AM,237,85,64,0.14,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/24/04 12:00 AM,237,82,64,0.9,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/24/04 12:00 AM,237,84,65,0.25,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/24/04 12:00 AM,237,82,62,0.19,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/24/04 12:00 AM,237,82,65,0.64,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/25/04 12:00 AM,238,77,63,0.13,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/25/04 12:00 AM,238,81,61,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/25/04 12:00 AM,238,80,64,0.35,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/25/04 12:00 AM,238,79,64,0.03,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/25/04 12:00 AM,238,82,63,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/25/04 12:00 AM,238,79,63,0.45,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/25/04 12:00 AM,238,79,65,0.68,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/25/04 12:00 AM,238,79,63,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/25/04 12:00 AM,238,81,64,0.22,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/26/04 12:00 AM,239,77,65,0.25,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/26/04 12:00 AM,239,77,63,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/26/04 12:00 AM,239,81,63,0.99,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/26/04 12:00 AM,239,77,65,0.28,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/26/04 12:00 AM,239,77,65,0.04,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/26/04 12:00 AM,239,79,63,0.75,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/26/04 12:00 AM,239,79,62,0.02,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/26/04 12:00 AM,239,79,63,0.2,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/26/04 12:00 AM,239,77,66,0.46,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/27/04 12:00 AM,240,89,67,1.11,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/27/04 12:00 AM,240,86,67,0.79,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/27/04 12:00 AM,240,88,66,1.34,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/27/04 12:00 AM,240,86,63,0.81,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/27/04 12:00 AM,240,88,65,0.55,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/27/04 12:00 AM,240,87,60,0.15,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/27/04 12:00 AM,240,85,64,0.94,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/27/04 12:00 AM,240,86,59,0.62,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/27/04 12:00 AM,240,84,58,0.02,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/28/04 12:00 AM,241,82,61,0.03,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/28/04 12:00 AM,241,80,62,0.36,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/28/04 12:00 AM,241,81,61,0.21,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/28/04 12:00 AM,241,78,63,0.73,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/28/04 12:00 AM,241,81,59,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/28/04 12:00 AM,241,81,65,0.46,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/28/04 12:00 AM,241,78,58,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/28/04 12:00 AM,241,77,57,0.03,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/28/04 12:00 AM,241,80,65,0.68,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/29/04 12:00 AM,242,70,51,0.29,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/29/04 12:00 AM,242,72,49,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/29/04 12:00 AM,242,74,54,0.02,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/29/04 12:00 AM,242,73,51,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/29/04 12:00 AM,242,70,52,0.07,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/29/04 12:00 AM,242,71,50,0.01,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/29/04 12:00 AM,242,73,53,0.2,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/29/04 12:00 AM,242,73,52,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/29/04 12:00 AM,242,73,49,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/30/04 12:00 AM,243,74,54,0.01,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/30/04 12:00 AM,243,73,52,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/30/04 12:00 AM,243,74,54,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/30/04 12:00 AM,243,75,56,0.07,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/30/04 12:00 AM,243,76,52,0.02,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/30/04 12:00 AM,243,72,53,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/30/04 12:00 AM,243,77,50,0.05,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/30/04 12:00 AM,243,77,51,0.17,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/30/04 12:00 AM,243,73,55,0.06,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/31/04 12:00 AM,244,80,53,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/31/04 12:00 AM,244,82,54,0.11,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/31/04 12:00 AM,244,83,55,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/31/04 12:00 AM,244,81,53,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/31/04 12:00 AM,244,82,56,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/31/04 12:00 AM,244,77,53,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/31/04 12:00 AM,244,80,52,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/31/04 12:00 AM,244,81,56,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/31/04 12:00 AM,244,78,51,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/1/04 12:00 AM,245,80,56,0.07,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/1/04 12:00 AM,245,82,57,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/1/04 12:00 AM,245,86,60,0.02,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/1/04 12:00 AM,245,85,59,0.11,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/1/04 12:00 AM,245,82,56,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/1/04 12:00 AM,245,80,55,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/1/04 12:00 AM,245,82,58,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/1/04 12:00 AM,245,79,54,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/1/04 12:00 AM,245,85,61,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/2/04 12:00 AM,246,89,61,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/2/04 12:00 AM,246,84,61,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/2/04 12:00 AM,246,85,61,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/2/04 12:00 AM,246,84,61,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/2/04 12:00 AM,246,84,60,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/2/04 12:00 AM,246,87,61,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/2/04 12:00 AM,246,89,59,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/2/04 12:00 AM,246,87,62,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/2/04 12:00 AM,246,86,61,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/3/04 12:00 AM,247,83,59,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/3/04 12:00 AM,247,85,61,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/3/04 12:00 AM,247,85,61,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/3/04 12:00 AM,247,83,61,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/3/04 12:00 AM,247,82,59,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/3/04 12:00 AM,247,83,59,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/3/04 12:00 AM,247,84,58,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/3/04 12:00 AM,247,83,59,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/3/04 12:00 AM,247,84,59,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/4/04 12:00 AM,248,85,62,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/4/04 12:00 AM,248,84,60,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/4/04 12:00 AM,248,82,58,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/4/04 12:00 AM,248,83,59,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/4/04 12:00 AM,248,83,59,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/4/04 12:00 AM,248,85,61,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/4/04 12:00 AM,248,83,59,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/4/04 12:00 AM,248,83,60,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/4/04 12:00 AM,248,85,62,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/5/04 12:00 AM,249,86,63,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/5/04 12:00 AM,249,84,61,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/5/04 12:00 AM,249,83,62,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/5/04 12:00 AM,249,85,65,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/5/04 12:00 AM,249,84,60,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/5/04 12:00 AM,249,85,63,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/5/04 12:00 AM,249,85,65,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/5/04 12:00 AM,249,85,61,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/5/04 12:00 AM,249,84,63,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/6/04 12:00 AM,250,83,60,0.53,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/6/04 12:00 AM,250,84,60,0.86,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/6/04 12:00 AM,250,80,53,0.62,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/6/04 12:00 AM,250,82,57,0.73,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/6/04 12:00 AM,250,82,56,0.72,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/6/04 12:00 AM,250,85,66,0.13,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/6/04 12:00 AM,250,84,63,0.44,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/6/04 12:00 AM,250,81,54,0.56,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/6/04 12:00 AM,250,85,65,0.29,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/7/04 12:00 AM,251,75,47,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/7/04 12:00 AM,251,77,47,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/7/04 12:00 AM,251,75,50,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/7/04 12:00 AM,251,76,48,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/7/04 12:00 AM,251,77,51,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/7/04 12:00 AM,251,77,50,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/7/04 12:00 AM,251,74,46,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/7/04 12:00 AM,251,78,49,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/7/04 12:00 AM,251,75,47,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/8/04 12:00 AM,252,72,49,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/8/04 12:00 AM,252,69,46,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/8/04 12:00 AM,252,71,48,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/8/04 12:00 AM,252,72,49,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/8/04 12:00 AM,252,71,47,0.02,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/8/04 12:00 AM,252,73,48,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/8/04 12:00 AM,252,71,46,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/8/04 12:00 AM,252,73,51,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/8/04 12:00 AM,252,74,49,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/9/04 12:00 AM,253,75,50,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/9/04 12:00 AM,253,74,50,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/9/04 12:00 AM,253,75,50,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/9/04 12:00 AM,253,73,49,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/9/04 12:00 AM,253,71,46,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/9/04 12:00 AM,253,71,48,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/9/04 12:00 AM,253,73,52,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/9/04 12:00 AM,253,72,48,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/9/04 12:00 AM,253,73,50,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,9/10/04 12:00 AM,254,76,50,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,9/10/04 12:00 AM,254,76,53,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,9/10/04 12:00 AM,254,80,54,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,9/10/04 12:00 AM,254,79,55,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,9/10/04 12:00 AM,254,79,53,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,9/10/04 12:00 AM,254,77,51,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,9/10/04 12:00 AM,254,75,48,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,9/10/04 12:00 AM,254,77,52,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,9/10/04 12:00 AM,254,78,52,0,0
